ID,Label,MergedLabel,Location,Country,Region,Year
MT797689,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797690,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797691,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797692,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797693,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797696,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797699,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797700,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797702,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797704,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797705,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797706,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797707,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797708,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797710,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797722,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797727,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797734,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797738,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797741,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797748,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797751,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MW532106,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,China,China,Asia,2009
MW532107,Human_coronavirus_229E-human-Cluster_517,Human_coronavirus_229E-human,China,China,Asia,2009
EF198676,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
KM055531,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,China,China,Asia,2011
KM055548,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,China,China,Asia,2011
KM055549,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,China,China,Asia,2011
KM055550,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,China,China,Asia,2011
MH048989,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,France,France,Europe,2014
KJ768612,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,Ghana,Ghana,Africa,Unknown
KJ768617,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,Ghana,Ghana,Africa,Unknown
KJ796450,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,Ghana,Ghana,Africa,Unknown
KJ796455,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,Ghana,Ghana,Africa,Unknown
MT797712,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797714,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MH828489,Human_coronavirus_229E-human-Cluster_518,Human_coronavirus_229E-human,VietNam,Vietnam,Asia,Unknown
DQ243955,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243957,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243959,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243962,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243977,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243978,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243979,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243980,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243983,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243984,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
JX503061,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Italy,Italy,Europe,Unknown
DQ243987,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
HM130804,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,China,China,Asia,Unknown
LC005736,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Japan,Japan,Asia,2008
MT797680,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797721,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MN488626,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Netherlands,Netherlands,Europe,2007
MN488636,Human_coronavirus_229E-human-Cluster_520,Human_coronavirus_229E-human,Netherlands,Netherlands,Europe,2007
DQ243949,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243950,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243951,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243952,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243953,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243973,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243974,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243975,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243976,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
KF514430,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,USA,USA,America,1993
KM077071,Human_coronavirus_229E-human-Cluster_525,Human_coronavirus_229E-human,USA,USA,America,Unknown
DQ243954,Human_coronavirus_229E-human-Cluster_528,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243956,Human_coronavirus_229E-human-Cluster_528,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
DQ243961,Human_coronavirus_229E-human-Cluster_528,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
KF514432,Human_coronavirus_229E-human-Cluster_528,Human_coronavirus_229E-human,USA,USA,America,1993
KM077070,Human_coronavirus_229E-human-Cluster_528,Human_coronavirus_229E-human,USA,USA,America,Unknown
MT797717,Human_coronavirus_229E-human-Cluster_528,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797719,Human_coronavirus_229E-human-Cluster_528,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MN488625,Human_coronavirus_229E-human-Cluster_528,Human_coronavirus_229E-human,Netherlands,Netherlands,Europe,2007
DQ243986,Human_coronavirus_229E-human-Cluster_529,Human_coronavirus_229E-human,Australia,Australia,Oceania,Unknown
KM055559,Human_coronavirus_229E-human-Cluster_529,Human_coronavirus_229E-human,China,China,Asia,2005
KY674919,Human_coronavirus_229E-human-Cluster_529,Human_coronavirus_229E-human,USA,USA,America,Unknown
AB691764,Human_coronavirus_229E-human-Cluster_529,Human_coronavirus_229E-human,Japan,Japan,Asia,Unknown
MT797676,Human_coronavirus_229E-human-Cluster_529,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797678,Human_coronavirus_229E-human-Cluster_529,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MT797679,Human_coronavirus_229E-human-Cluster_529,Human_coronavirus_229E-human,Unknown,Unknown,Unknown,Unknown
MN488618,Human_coronavirus_229E-human-Cluster_529,Human_coronavirus_229E-human,Netherlands,Netherlands,Europe,2008
KT253262,Human_coronavirus_229E-human-Cluster_652,Human_coronavirus_229E-human,Ghana,Ghana,Africa,2011
KT253263,Human_coronavirus_229E-human-Cluster_652,Human_coronavirus_229E-human,Ghana,Ghana,Africa,2011
KT253265,Human_coronavirus_229E-human-Cluster_652,Human_coronavirus_229E-human,Ghana,Ghana,Africa,2011
KT253267,Human_coronavirus_229E-human-Cluster_652,Human_coronavirus_229E-human,Ghana,Ghana,Africa,2011
KT253281,Human_coronavirus_229E-human-Cluster_652,Human_coronavirus_229E-human,Ghana,Ghana,Africa,2011
KT359770,Human_coronavirus_229E-human-Cluster_1128,Human_coronavirus_229E-human,Malaysia,Malaysia,Asia,Unknown
KT359772,Human_coronavirus_229E-human-Cluster_1128,Human_coronavirus_229E-human,Malaysia,Malaysia,Asia,Unknown
KT359773,Human_coronavirus_229E-human-Cluster_1128,Human_coronavirus_229E-human,Malaysia,Malaysia,Asia,Unknown
KT359774,Human_coronavirus_229E-human-Cluster_1128,Human_coronavirus_229E-human,Malaysia,Malaysia,Asia,Unknown
KT359775,Human_coronavirus_229E-human-Cluster_1128,Human_coronavirus_229E-human,Malaysia,Malaysia,Asia,Unknown
KT359779,Human_coronavirus_229E-human-Cluster_1128,Human_coronavirus_229E-human,Malaysia,Malaysia,Asia,Unknown
KT359780,Human_coronavirus_229E-human-Cluster_1128,Human_coronavirus_229E-human,Malaysia,Malaysia,Asia,Unknown
KT359781,Human_coronavirus_229E-human-Cluster_1128,Human_coronavirus_229E-human,Malaysia,Malaysia,Asia,Unknown
KC294431,Human_coronavirus_229E-human-Cluster_1293,Human_coronavirus_229E-human,China,China,Asia,Unknown
KC294434,Human_coronavirus_229E-human-Cluster_1293,Human_coronavirus_229E-human,China,China,Asia,Unknown
KP112147,Human_coronavirus_229E-human-Cluster_1293,Human_coronavirus_229E-human,Kenya,Kenya,Africa,2012
KP112148,Human_coronavirus_229E-human-Cluster_1293,Human_coronavirus_229E-human,Kenya,Kenya,Africa,2009
DQ415911,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
DQ437610,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ206693,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Australia,Australia,Oceania,Unknown
DQ206699,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Australia,Australia,Oceania,Unknown
DQ422731,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
EF507783,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
EF549595,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
FJ656134,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ656135,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ656137,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ656138,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ656139,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ656140,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ656142,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ656149,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ931534,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Brazil,Brazil,America,Unknown
FJ937642,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
FJ937643,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
FJ937644,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
FJ937645,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
FJ937658,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
FJ937659,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
GU904425,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Brazil,Brazil,America,Unknown
JN234449,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JN234453,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JN234454,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JN234463,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JN234465,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JQ732197,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Australia,Australia,Oceania,Unknown
JQ732201,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Australia,Australia,Oceania,Unknown
KR055512,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055513,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055514,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055516,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055517,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055518,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055519,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055520,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055522,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055523,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055524,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055526,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055527,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055528,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055554,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055555,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055561,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
LC315651,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Japan,Japan,Asia,2016
MH556957,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2007
MH556958,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556959,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556960,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556961,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556962,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556963,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556967,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2009
MH556969,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2015
MH556977,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2016
MH556980,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2007
MH556981,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2012
MH556987,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2011
MH556988,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2011
MH556989,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2011
MH556990,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2011
MH556991,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2007
MH556992,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556993,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556994,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556996,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH556997,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2008
MH557001,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2009
MH557003,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2015
MH557011,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2016
MH557014,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2007
MH557021,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2011
MH557022,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2011
MH557023,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2011
MH557024,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2011
LC654447,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Japan,Japan,Asia,2020
LC654448,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Japan,Japan,Asia,2020
LC654449,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Japan,Japan,Asia,2020
MT083530,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,Thailand,Thailand,Asia,Unknown
ON128614,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
ON128615,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
OK073086,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
ON553962,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2017
ON553963,Human_coronavirus_HKU1-human-Cluster_32,Human_coronavirus_HKU1-human,China,China,Asia,2017
DQ415901,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
DQ437607,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ437608,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ437609,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ437613,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ437618,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ437620,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ437621,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ437622,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ437631,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ437632,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
DQ422728,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
DQ422729,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
DQ422730,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
JN234470,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
EF507778,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
EF507780,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
EF507781,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
EF507782,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
EF507787,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
EF507793,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Unknown,Unknown,Unknown,Unknown
FJ656143,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ656145,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
FJ656146,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Sweden,Sweden,Europe,Unknown
GU904423,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Brazil,Brazil,America,Unknown
JN234455,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JN234458,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JN234472,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JN234484,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JN234490,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,SouthKorea,SouthKorea,Asia,Unknown
JX513212,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Thailand,Thailand,Asia,2010
KF430198,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Brazil,Brazil,America,2006
KF430203,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Brazil,Brazil,America,2006
KF668032,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Slovenia,Slovenia,Europe,Unknown
KJ768644,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Ghana,Ghana,Africa,Unknown
KM676084,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
KM676088,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
KP113658,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
KP113659,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
KP113660,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
KP113661,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
KP113662,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,China,China,Asia,Unknown
KR055546,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055548,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055552,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055568,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
KR055569,Human_coronavirus_HKU1-human-Cluster_39,Human_coronavirus_HKU1-human,Malaysia,Malaysia,Asia,Unknown
